id,Minorista,Minorista_ID,Fecha_Venta,Region,Estado,Ciudad,Producto,Precio_por_Unidad,Unidades_Vendidas,Total_Ventas,Ganancia_Operativa,Metodo_Venta
5231,Decathlon,1128299,2024-06-11,Orinoquía,Arauca,Arauca,Ropa de hombre,300000.0,75,196875,47091.71,NULL
5232,Éxito,1197831,2024-09-16,Pacífica,Nariño,Pasto,Ropa de hombre,265700.0,75,174375,33565.49,Outlet
5233,Falabella,1197831,2024-07-13,Andina,Huila,Neiva,Calzado deportivo para hombre,145700.0,75,95625,19590.06,Outlet
5234,Decathlon,1185732,2024-07-30,Caribe,San Andrés,San Andrés,Calzado urbano para mujer,197100.0,75,129375,24173.23,Outlet
5235,Decathlon,1185732,2024-06-15,Caribe,Sucre,Corozal,Calzado urbano para mujer,188600.0,75,123750,20993.07,Outlet
5236,Decathlon,1185732,2024-07-14,Andina,Bogotá D.C.,Bogotá D.C.,Calzado deportivo para mujer,231400.0,75,151875,37614.3,Outlet
5237,Decathlon,1185732,2024-11-11,Andina,Bogotá D.C.,Bogotá D.C.,Calzado urbano para mujer,308600.0,75,202500,50505.09,Outlet
5238,Plaza Sport,1128299,2023-06-09,Caribe,Atlántico,Sabanalarga,Calzado deportivo para mujer,377100.0,74,240944,58800.16,Online
5239,Plaza Sport,1128299,2023-09-02,Andina,Cundinamarca,Cajicá,Calzado deportivo para mujer,480000.0,74,306656,65005.06,Online
5240,Decathlon,1197831,2025-01-19,Andina,Tolima,Ibagué,Ropa de hombre,197100.0,74,125948,22390.99,Online
5241,Mercado Libre,1185732,2025-05-15,Caribe,Guajira,Maicao,Calzado deportivo para hombre,454300.0,74,290228,61806.13,Online
5242,Decathlon,,2024-07-16,Caribe,Atlántico,Barranquilla,Calzado deportivo para mujer,385700.0,74,246420,39783.71,Online
5243,Éxito,1128299,2025-02-14,Caribe,Atlántico,Barranquilla,Ropa de hombre,548600.0,74,350464,83537.39,Online
5244,Plaza Sport,1185732,2024-09-07,Andina,Tolima,Honda,Ropa de hombre,282900.0,74,180708,41105.85,Online
5245,Plaza Sport,1128299,2024-09-13,Caribe,Bolívar,Cartagena,Calzado deportivo para mujer,334300.0,74,213564,34654.75,Online
5246,Falabella,1128299,2024-07-25,Orinoquía,Arauca,Arauca,Calzado deportivo para mujer,368600.0,74,235468,46841.69,Online
5247,Mercado Libre,1185732,2025-02-19,Andina,Cundinamarca,Girardot,Ropa de mujer,420000.0,74,268324,66502.71,Online
5248,Nike Store,1185732,2025-05-19,Andina,Cundinamarca,Girardot,Calzado urbano para mujer,437100.0,74,279276,45363.8,Online
5249,Falabella,1197831,2025-04-18,Andina,Huila,Neiva,Calzado urbano para mujer,197100.0,74,125948,31314.88,Online
5250,Decathlon,1185732,2024-06-07,Amazonía,Guaviare,San José del Guaviare,Calzado deportivo para hombre,274300.0,74,175232,29065.08,Online
5251,Decathlon,1185732,2024-06-07,Amazonía,Guaviare,San José del Guaviare,Calzado urbano para mujer,214300.0,74,136900,21004.74,Online
5252,Plaza Sport,1185732,2024-08-05,Orinoquía,Meta,Villavicencio,Ropa de mujer,205700.0,74,131424,30169.37,NULL
5253,Plaza Sport,1185732,2025-02-07,Orinoquía,Meta,Villavicencio,Calzado deportivo para hombre,248600.0,74,158804,32950.85,Online
5254,Plaza Sport,1185732,2024-11-13,Andina,Norte de Santander,Cúcuta,Ropa de hombre,351400.0,74,224516,44632.98,Online
5255,Nike Store,1185732,2024-10-09,Caribe,Atlántico,Puerto Colombia,Ropa de hombre,428600.0,74,273800,60646.89,Online
5256,Falabella,1185732,2024-07-07,Andina,Cundinamarca,Zipaquirá,Ropa de mujer,274300.0,74,175232,44003.25,Online
5257,Falabella,,2024-12-02,Andina,Cundinamarca,Zipaquirá,Ropa de hombre,411400.0,74,262848,58107.54,Online
5258,Decathlon,1185732,2024-09-29,Caribe,San Andrés,San Andrés,Calzado urbano para mujer,368600.0,74,235468,47565.08,Online
5259,Decathlon,1185732,2024-11-01,Caribe,San Andrés,San Andrés,Ropa de hombre,454300.0,74,290228,57118.22,NULL
5260,Nike Store,1185732,2025-03-03,Caribe,San Andrés,San Andrés,Ropa de mujer,540000.0,74,344988,78662.86,Online
5261,Decathlon,1185732,2025-05-04,Caribe,Sucre,Corozal,Calzado urbano para mujer,402900.0,74,257372,46241.3,Online
5262,Mercado Libre,1185732,2024-07-11,Andina,Bogotá D.C.,Bogotá D.C.,Calzado urbano para mujer,282900.0,74,180708,31495.11,Online
5263,Nike Store,1185732,2025-03-31,Andina,Cundinamarca,Bogotá D.C.,Ropa de mujer,257100.0,74,164280,29970.39,Outlet
5264,Nike Store,1185732,2025-05-18,Andina,Cundinamarca,Bogotá D.C.,Ropa de mujer,360000.0,74,229992,55039.92,Outlet
5265,Nike Store,1185732,2024-10-19,Andina,Tolima,Espinal,Calzado urbano para mujer,162900.0,74,104044,17610.19,Outlet
5266,Nike Store,1128299,2025-02-21,Andina,Cundinamarca,Facatativá,Ropa de hombre,334300.0,74,213564,42360.13,Outlet
5267,Decathlon,1128299,2024-10-10,Andina,Cundinamarca,Soacha,Ropa de hombre,334300.0,74,213564,47832.35,Outlet
5268,Plaza Sport,1197831,2024-06-21,Pacífica,Nariño,Pasto,Calzado deportivo para mujer,111400.0,74,71188,11020.89,Outlet
5269,Plaza Sport,1197831,2024-10-15,Andina,Huila,Neiva,Calzado deportivo para mujer,222900.0,74,142376,24510.48,Outlet
5270,Plaza Sport,1197831,2025-03-19,Andina,Huila,Neiva,Calzado urbano para mujer,120000.0,74,76664,18884.22,Outlet
5271,Decathlon,1185732,2024-09-29,Caribe,San Andrés,San Andrés,Calzado deportivo para mujer,274300.0,74,175232,41208.09,Outlet
5272,Nike Store,1185732,2024-11-04,Caribe,Sucre,Corozal,Calzado urbano para mujer,274300.0,74,175232,30988.3,Outlet
5273,Decathlon,1185732,2025-04-05,Caribe,Sucre,Corozal,Calzado deportivo para hombre,342900.0,74,219040,54479.36,Outlet
5274,Decathlon,1185732,2025-05-04,Caribe,Sucre,Corozal,Ropa de hombre,351400.0,74,224516,52327.74,Outlet
5275,Decathlon,1185732,2024-11-11,Andina,Bogotá D.C.,Bogotá D.C.,Ropa de hombre,334300.0,NaN,NaN,33997.06,Outlet
5276,Mercado Libre,1185732,2024-09-07,Andina,Boyacá,Duitama,Calzado urbano para mujer,214300.0,74,136900,22826.48,Outlet
5277,Mercado Libre,1185732,2024-06-19,Andina,Boyacá,Duitama,Ropa de hombre,368600.0,74,235468,48535.67,Outlet
5278,Mercado Libre,1185732,2025-02-13,Andina,Caldas,Chinchiná,Calzado deportivo para mujer,351400.0,74,224516,36013.79,Outlet
5279,Nike Store,1185732,2024-12-19,Andina,Antioquia,Medellín,Ropa de mujer,454300.0,73,282437,71642.68,Online
5280,Plaza Sport,1128299,2023-10-27,Pacífica,Nariño,Tumaco,Ropa de hombre,437100.0,73,271779,53561.07,Online
5281,Nike Store,1185732,2024-05-03,Andina,Antioquia,Envigado,Calzado deportivo para hombre,317100.0,73,197173,36359.15,Online
5282,Decathlon,1197831,2025-01-13,Andina,Tolima,Ibagué,Ropa de hombre,317100.0,73,197173,35645.69,Online
5283,Nike Store,1128299,2024-09-06,Caribe,San Andrés,Providencia,Calzado deportivo para mujer,411400.0,73,255792,51340.64,Online
5284,Nike Store,1185732,2025-03-16,Andina,Santander,Bucaramanga,Calzado urbano para mujer,197100.0,73,122567,24661.79,Online
5285,Plaza Sport,1185732,2024-08-06,Andina,Tolima,Honda,Calzado deportivo para mujer,197100.0,73,122567,31121.73,Online
5286,Plaza Sport,1128299,2025-01-20,Pacífica,Chocó,Quibdó,Ropa de mujer,591400.0,73,367701,68373.33,Online
5287,Plaza Sport,1128299,2025-02-21,Pacífica,Chocó,Quibdó,Ropa de mujer,351400.0,73,218489,51998.81,Online
5288,Plaza Sport,1128299,2024-07-16,Caribe,Bolívar,Cartagena,Calzado deportivo para mujer,377100.0,73,234476,35668.34,Online
5289,Decathlon,1128299,2024-08-08,Andina,Cundinamarca,Soacha,Calzado deportivo para mujer,402900.0,73,250463,56759.57,Online
5290,Mercado Libre,1185732,2024-08-17,Andina,Cundinamarca,Girardot,Calzado urbano para mujer,291400.0,73,181186,35645.57,Online
5291,Éxito,1197831,2024-09-16,Pacífica,Nariño,Pasto,Ropa de hombre,317100.0,73,197173,30328.7,Online
5292,Plaza Sport,1197831,2024-08-15,Andina,Huila,Neiva,Calzado deportivo para hombre,162900.0,NaN,NaN,25199.8,Online
5293,Decathlon,1185732,2025-05-09,Amazonía,Guaviare,San José del Guaviare,Calzado urbano para mujer,385700.0,73,239805,46274.96,Online
5294,Decathlon,1185732,2025-03-07,Orinoquía,Vichada,Puerto Carreño,Calzado deportivo para hombre,308600.0,73,191844,34185.13,Online
5295,Nike Store,1185732,2025-03-07,Orinoquía,Vichada,Puerto Carreño,Ropa de mujer,454300.0,73,282437,45770.11,Online
5296,Nike Store,1185732,2025-04-07,Orinoquía,Vichada,Puerto Carreño,Calzado deportivo para hombre,308600.0,73,191844,45216.5,Online
5297,Nike Store,1185732,2025-05-06,Orinoquía,Vichada,Puerto Carreño,Calzado urbano para mujer,411400.0,73,255792,54306.68,Online
5298,Plaza Sport,1185732,2025-03-04,Orinoquía,Casanare,Yopal,Ropa de mujer,420000.0,73,261121,53388.14,Online
5299,Plaza Sport,1185732,2024-06-01,Orinoquía,Casanare,Yopal,Ropa de mujer,240000.0,73,149212,35119.05,Online
5300,Plaza Sport,1185732,2025-04-30,Andina,Caldas,Manizales,Calzado deportivo para mujer,411400.0,73,255792,49481.66,Online
5301,Plaza Sport,,2025-04-30,Andina,Caldas,Manizales,Ropa de hombre,488600.0,73,303753,67170.16,Online
5302,Plaza Sport,1185732,2024-07-09,Andina,Caldas,Manizales,Calzado urbano para mujer,205700.0,73,127896,19866.85,Online
5303,Plaza Sport,1185732,2024-10-07,Orinoquía,Meta,Villavicencio,Calzado deportivo para hombre,317100.0,73,197173,36137.35,Online
5304,Falabella,,2025-02-02,Andina,Cundinamarca,Zipaquirá,Ropa de mujer,428600.0,73,266450,50726.5,Online
5305,Decathlon,1185732,2024-07-30,Caribe,San Andrés,San Andrés,Ropa de mujer,325700.0,73,202502,51043.28,Online
5306,Decathlon,1185732,2024-09-29,Caribe,San Andrés,San Andrés,Calzado deportivo para hombre,411400.0,73,255792,53506.13,Online
5307,Decathlon,1185732,2024-06-15,Caribe,Sucre,Corozal,Calzado urbano para mujer,231400.0,73,143883,35927.89,Online
5308,Mercado Libre,1185732,2024-09-14,Andina,Caldas,Chinchiná,Calzado urbano para mujer,325700.0,73,202502,50823.09,Online
5309,Mercado Libre,,2025-01-14,Andina,Caldas,Chinchiná,Ropa de hombre,505700.0,73,314411,77273.52,Online
5310,Plaza Sport,1128299,2023-08-15,Caribe,Atlántico,,Calzado deportivo para mujer,325700.0,72,196992,42537.34,Online
5311,Plaza Sport,1128299,2023-08-21,Andina,Cundinamarca,Cajicá,Calzado deportivo para mujer,308600.0,72,186624,35898.04,Online
5312,Mercado Libre,1185732,2025-04-08,Caribe,Guajira,Maicao,Ropa de mujer,480000.0,72,290304,47601.54,Online
5313,Mercado Libre,1185732,2024-08-16,Amazonía,Vaupés,Mitú,Ropa de mujer,454300.0,72,274752,55717.56,Online
5314,Mercado Libre,1185732,2024-10-16,Amazonía,Vaupés,Mitú,Calzado deportivo para hombre,480000.0,72,290304,44139.8,Online
5315,Nike Store,1185732,2024-09-14,Andina,Santander,Bucaramanga,Calzado deportivo para hombre,231400.0,72,139968,31052.96,Online
5316,Plaza Sport,1185732,2024-10-08,Andina,Tolima,Honda,Calzado deportivo para mujer,197100.0,72,119232,20644.7,Online
5317,Plaza Sport,1185732,2025-03-09,Andina,Tolima,Honda,Calzado deportivo para mujer,162900.0,72,98496,15775.5,Online
5318,Plaza Sport,1197831,2024-09-01,Amazonía,Caquetá,Florencia,Ropa de hombre,291400.0,72,176256,42544.22,Online
5319,Decathlon,1128299,2024-11-09,Andina,Cundinamarca,Soacha,Ropa de hombre,437100.0,72,264384,65143.04,Online
5320,Mercado Libre,1185732,2025-04-20,Andina,Cundinamarca,Girardot,Calzado deportivo para hombre,334300.0,72,202176,50108.42,Online
5321,Éxito,1197831,2025-03-19,Pacífica,Nariño,Pasto,Calzado deportivo para mujer,162900.0,72,98496,23643.07,Online
5322,Plaza Sport,1197831,2024-10-15,Andina,Huila,Neiva,Calzado urbano para mujer,291400.0,72,176256,34663.92,Online
5323,Nike Store,1197831,2025-04-11,Andina,Quindío,Armenia,Calzado deportivo para hombre,120000.0,72,72576,16200.22,Online
5324,Nike Store,1185732,2024-06-10,Andina,Quindío,Armenia,Ropa de mujer,317100.0,72,191808,29937.87,Online
5325,Decathlon,1185732,2024-06-07,Amazonía,Guaviare,San José del Guaviare,Ropa de mujer,282900.0,72,171072,30923.06,Online
5326,Decathlon,1185732,2025-02-06,Orinoquía,Vichada,Puerto Carreño,Calzado deportivo para hombre,291400.0,72,176256,30942.65,Online
5327,Plaza Sport,1185732,2025-04-04,Orinoquía,Casanare,Yopal,Calzado deportivo para hombre,274300.0,72,165888,30771.27,Online
5328,Plaza Sport,1185732,2025-04-04,Orinoquía,Casanare,Yopal,Ropa de mujer,505700.0,72,305856,76710.45,Online
5329,Plaza Sport,1185732,2024-08-05,Orinoquía,Meta,Villavicencio,Calzado urbano para mujer,120000.0,72,72576,15788.63,Online
5330,Plaza Sport,1185732,2024-09-06,Orinoquía,Meta,Villavicencio,Ropa de mujer,402900.0,72,243648,45151.26,Online
5331,Plaza Sport,1185732,2025-01-13,Andina,Norte de Santander,Cúcuta,Calzado deportivo para mujer,308600.0,72,186624,43656.77,Online
5332,Decathlon,1185732,2024-12-16,Andina,Cundinamarca,Fusagasugá,Calzado deportivo para hombre,360000.0,72,217728,53061.3,Online
5333,Nike Store,1185732,2025-05-18,Andina,Cundinamarca,Fusagasugá,Ropa de mujer,522900.0,72,316224,81185.94,Online
5334,Nike Store,1185732,2024-08-09,Caribe,Atlántico,Puerto Colombia,Ropa de mujer,334300.0,72,202176,36910.11,Online
5335,Falabella,1185732,2025-04-12,Caribe,Atlántico,Puerto Colombia,Ropa de hombre,514300.0,72,311040,66131.64,Online
5336,Falabella,1185732,2024-06-08,Caribe,Atlántico,Puerto Colombia,Calzado urbano para mujer,205700.0,72,124416,31773.38,Online
5337,Falabella,1185732,2025-02-02,Andina,Cundinamarca,Zipaquirá,Calzado deportivo para hombre,351400.0,72,212544,33806.62,Online
5338,Decathlon,1185732,2025-03-03,Caribe,San Andrés,San Andrés,Calzado deportivo para hombre,445700.0,72,269568,56378.71,Online
5339,Mercado Libre,1185732,2024-10-06,Andina,Boyacá,Duitama,Ropa de hombre,471400.0,72,285120,56611.2,Online
5340,Mercado Libre,1185732,2025-01-14,Andina,Caldas,Chinchiná,Calzado deportivo para mujer,437100.0,72,264384,56929.02,Online
5341,Nike Store,1185732,2025-03-22,Andina,Antioquia,Medellín,Calzado urbano para mujer,240000.0,72,145152,32075.48,Outlet
5342,Nike Store,1185732,2025-04-27,Andina,Cundinamarca,Bogotá D.C.,Calzado urbano para mujer,368600.0,72,222912,44339.82,Outlet
5343,Nike Store,1128299,2024-11-19,Andina,Santander,Floridablanca,Ropa de hombre,368600.0,72,222912,40485.97,Outlet
5344,Decathlon,1185732,2024-12-31,Caribe,San Andrés,San Andrés,Calzado deportivo para mujer,274300.0,72,165888,26771.06,Outlet
5345,Nike Store,1185732,2024-06-08,Caribe,San Andrés,San Andrés,Calzado urbano para mujer,162900.0,72,98496,21869.28,Outlet
5346,Nike Store,1185732,2024-06-08,Caribe,San Andrés,San Andrés,Ropa de mujer,222900.0,72,134784,34507.41,Outlet
5347,Decathlon,1185732,2024-11-11,Andina,Bogotá D.C.,Bogotá D.C.,Calzado deportivo para mujer,291400.0,72,176256,43007.16,Outlet
5348,Mercado Libre,1185732,2024-07-11,Andina,Bogotá D.C.,Bogotá D.C.,Calzado deportivo para hombre,282900.0,72,171072,32838.86,NULL
5349,Mercado Libre,1185732,2025-01-07,Andina,Boyacá,Duitama,Ropa de hombre,368600.0,NaN,NaN,41859.48,Outlet
5350,Mercado Libre,1185732,2025-02-06,Andina,Boyacá,Duitama,Calzado urbano para mujer,342900.0,72,207360,44177.19,Outlet
5351,Nike Store,1185732,2025-04-20,Andina,Cundinamarca,Bogotá D.C.,Calzado deportivo para hombre,505700.0,70,289100,69926.08,Online
5352,Plaza Sport,1128299,2023-06-04,Caribe,Atlántico,Sabanalarga,Ropa de hombre,402900.0,70,230300,46114.75,Online
5353,Mercado Libre,,2025-05-26,Caribe,Guajira,Maicao,Calzado deportivo para hombre,394300.0,70,225400,53095.99,Online
5354,Éxito,1128299,2025-03-08,Caribe,San Andrés,Providencia,Ropa de hombre,540000.0,70,308700,63932.94,Online
5355,Nike Store,1128299,2025-02-21,Andina,Cundinamarca,Facatativá,Ropa de mujer,360000.0,70,205800,36802.96,Online
5356,Nike Store,1185732,2024-07-17,Andina,Santander,Bucaramanga,Calzado deportivo para mujer,205700.0,70,117600,27381.1,Online
5357,Nike Store,1185732,2024-10-15,Andina,Santander,Bucaramanga,Ropa de hombre,377100.0,70,215600,55554.98,Online
5358,Plaza Sport,1185732,2024-09-07,Andina,Tolima,Honda,Calzado deportivo para mujer,154300.0,70,88200,19393.7,Online
5359,Nike Store,1197831,2024-07-03,Amazonía,Caquetá,Florencia,Ropa de hombre,334300.0,70,191100,33707.7,Online
5360,Éxito,1197831,2024-07-20,Pacífica,Nariño,Pasto,Calzado deportivo para mujer,154300.0,70,88200,16077.9,Online
5361,Nike Store,1197831,2025-04-11,Andina,Quindío,Armenia,Ropa de hombre,582900.0,70,333200,77396.46,Online
5362,Nike Store,1185732,2024-11-08,Amazonía,Guaviare,San José del Guaviare,Calzado deportivo para hombre,334300.0,70,191100,46732.39,Online
5363,Decathlon,1185732,2025-03-10,Amazonía,Guaviare,San José del Guaviare,Ropa de mujer,471400.0,70,269500,42008.01,Online
5364,Nike Store,1185732,2024-06-04,Orinoquía,Vichada,Puerto Carreño,Calzado deportivo para hombre,248600.0,70,142100,32077.22,Online
5365,Plaza Sport,1185732,2024-06-01,Orinoquía,Casanare,Yopal,Calzado deportivo para hombre,248600.0,70,142100,25729.07,Online
5366,Decathlon,1185732,2024-09-29,Caribe,San Andrés,San Andrés,Ropa de hombre,428600.0,70,245000,46085.69,Online
5367,Decathlon,1185732,2024-06-15,Caribe,Sucre,Corozal,Ropa de mujer,325700.0,70,186200,46053.75,Online
5368,Mercado Libre,1185732,2025-04-12,Andina,Bogotá D.C.,Bogotá D.C.,Ropa de hombre,540000.0,70,308700,59381.42,Online
5369,Mercado Libre,1185732,2024-08-06,Andina,Boyacá,Duitama,Calzado deportivo para hombre,360000.0,70,205800,37001.52,Online
5370,Nike Store,1185732,2025-03-25,Andina,Cundinamarca,Bogotá D.C.,Ropa de mujer,274300.0,70,156800,26952.22,Outlet
5371,Plaza Sport,1128299,2023-06-10,Caribe,Atlántico,Sabanalarga,Ropa de hombre,317100.0,70,181300,30832.79,Outlet
5372,Nike Store,1185732,2024-10-18,Andina,Tolima,Espinal,Calzado deportivo para hombre,197100.0,NaN,NaN,20810.91,Outlet
5373,Nike Store,1128299,2025-02-21,Andina,Cundinamarca,Facatativá,Calzado deportivo para mujer,317100.0,70,181300,27755.73,Outlet
5374,Plaza Sport,,2024-09-20,Pacífica,Chocó,Quibdó,Calzado deportivo para mujer,291400.0,70,166600,28570.46,Outlet
5375,Éxito,1197831,2024-08-15,Pacífica,Nariño,Pasto,Calzado deportivo para mujer,128600.0,70,73500,18241.1,Outlet
5376,Plaza Sport,1197831,2024-09-16,Andina,Huila,Neiva,Calzado urbano para mujer,85700.0,70,49000,12074.45,Outlet
5377,Falabella,1197831,2024-06-14,Andina,Huila,Neiva,Calzado deportivo para mujer,137100.0,70,78400,17840.09,Outlet
5378,Nike Store,1185732,2024-11-04,Caribe,Sucre,Corozal,Calzado deportivo para mujer,222900.0,70,127400,31660.03,Outlet
5379,Decathlon,1185732,2024-07-14,Caribe,Sucre,Corozal,Calzado urbano para mujer,205700.0,NaN,NaN,22330.78,Outlet
5380,Mercado Libre,1185732,2024-06-12,Andina,Bogotá D.C.,Bogotá D.C.,Ropa de hombre,317100.0,70,181300,29717.15,Outlet
5381,Mercado Libre,1185732,2025-02-13,Andina,Caldas,Chinchiná,Ropa de hombre,411400.0,70,235200,49367.22,Outlet
5382,Nike Store,1185732,2024-07-21,Andina,Caldas,Chinchiná,Calzado deportivo para hombre,360000.0,70,205800,38636.64,Outlet
5383,Nike Store,1185732,2024-11-01,Andina,Antioquia,Medellín,Ropa de mujer,351400.0,69,195201,31038.88,Online
5384,Nike Store,1185732,2025-05-26,Andina,Cundinamarca,Bogotá D.C.,Calzado deportivo para hombre,471400.0,69,261855,50232.42,Online
5385,Plaza Sport,1128299,2023-09-08,Andina,Cundinamarca,Cajicá,Calzado deportivo para mujer,497100.0,69,276138,61340.0,Online
5386,Decathlon,1197831,2024-08-22,Andina,Tolima,Espinal,Ropa de hombre,334300.0,69,185679,30670.02,Online
5387,Nike Store,1185732,2024-12-03,Andina,Tolima,Melgar,Ropa de mujer,377100.0,69,209484,48072.88,Online
5388,Mercado Libre,1185732,2024-08-16,Amazonía,Vaupés,Mitú,Calzado urbano para mujer,351400.0,69,195201,33550.89,Online
5389,Mercado Libre,1185732,2024-10-16,Amazonía,Vaupés,Mitú,Ropa de hombre,531400.0,69,295182,71123.07,Online
5390,Nike Store,,2024-08-05,Caribe,San Andrés,Providencia,Calzado deportivo para mujer,445700.0,69,247572,51766.4,Online
5391,Nike Store,,2024-09-20,Andina,Cundinamarca,Facatativá,Calzado deportivo para hombre,505700.0,69,280899,48495.06,Online
5392,Nike Store,1128299,2024-10-21,Andina,Cundinamarca,Facatativá,Calzado deportivo para mujer,402900.0,69,223767,43841.01,Online
5393,Nike Store,1128299,2025-03-21,Andina,Santander,Floridablanca,Ropa de hombre,454300.0,69,252333,50892.04,Online
5394,Decathlon,1128299,2024-09-09,Andina,Cundinamarca,Soacha,Calzado deportivo para mujer,411400.0,69,228528,36715.82,Online
5395,Mercado Libre,1185732,2024-12-17,Andina,Cundinamarca,Girardot,Calzado urbano para mujer,325700.0,69,180918,28630.85,Online
5396,Plaza Sport,1197831,2024-08-15,Andina,Huila,Neiva,Ropa de mujer,197100.0,69,109503,17441.54,Online
5397,Plaza Sport,1197831,2025-02-15,Andina,Huila,Neiva,Calzado urbano para mujer,120000.0,69,66654,11440.23,Online
5398,Falabella,1197831,2025-01-09,Andina,Quindío,Armenia,Ropa de hombre,402900.0,69,223767,51543.12,Online
5399,Decathlon,1185732,2024-07-08,Orinoquía,Vichada,Puerto Carreño,Ropa de mujer,197100.0,69,109503,17170.74,Online
5400,Nike Store,,2024-10-03,Orinoquía,Casanare,Yopal,Ropa de mujer,394300.0,69,219006,35698.4,Online
5401,Plaza Sport,1185732,2025-04-01,Andina,Caldas,Manizales,Calzado urbano para mujer,282900.0,69,157113,30572.83,Online
5402,Plaza Sport,1185732,2024-08-12,Andina,Norte de Santander,Cúcuta,Calzado deportivo para hombre,231400.0,69,128547,28788.24,Online
5403,Plaza Sport,1185732,2024-11-13,Andina,Norte de Santander,Cúcuta,Calzado deportivo para mujer,282900.0,69,157113,26077.84,Online
5404,Nike Store,1185732,2024-07-14,Andina,Cundinamarca,Fusagasugá,Calzado urbano para mujer,231400.0,69,128547,29315.63,Online
5405,Nike Store,1185732,2024-08-09,Caribe,Atlántico,Puerto Colombia,Calzado urbano para mujer,248600.0,69,138069,22411.98,Online
5406,Nike Store,1185732,2024-10-09,Caribe,Atlántico,Puerto Colombia,Calzado deportivo para hombre,402900.0,69,223767,44185.32,Online
5407,Falabella,1185732,2024-06-08,Caribe,Atlántico,Puerto Colombia,Ropa de mujer,282900.0,69,157113,37759.42,Online
5408,Falabella,1185732,2024-11-04,Andina,Cundinamarca,Zipaquirá,Calzado urbano para mujer,325700.0,69,180918,43290.18,Online
5409,Decathlon,1185732,2024-08-31,Caribe,San Andrés,San Andrés,Ropa de mujer,308600.0,69,171396,36919.49,Online
5410,Decathlon,1185732,2025-01-10,Andina,Bogotá D.C.,Bogotá D.C.,Calzado urbano para mujer,360000.0,69,199962,41828.28,Online
5411,Mercado Libre,1185732,2024-08-13,Andina,Caldas,Chinchiná,Calzado deportivo para hombre,420000.0,69,233289,58250.34,Online
5412,Nike Store,1185732,2024-11-10,Andina,Antioquia,Medellín,Calzado urbano para mujer,317100.0,68,171088,42928.62,Online
5413,Nike Store,1185732,2025-03-21,Andina,Antioquia,Medellín,Calzado deportivo para hombre,351400.0,68,189584,46543.23,Online
5414,Nike Store,1185732,2025-03-31,Andina,Cundinamarca,Bogotá D.C.,Ropa de mujer,377100.0,68,203456,43694.86,Online
5415,Nike Store,1185732,2024-04-28,Andina,Antioquia,Envigado,Calzado urbano para mujer,317100.0,68,171088,32046.55,Online
5416,Nike Store,1185732,2024-10-22,Andina,Tolima,Melgar,Ropa de mujer,274300.0,68,147968,37326.72,Online
5417,Decathlon,1197831,2025-01-07,Andina,Tolima,Ibagué,Ropa de hombre,325700.0,68,175712,38547.6,Online
5418,Mercado Libre,1185732,2025-03-15,Caribe,Guajira,Maicao,Ropa de mujer,325700.0,68,175712,33404.75,Online
5419,Mercado Libre,1185732,2025-05-21,Caribe,Guajira,Maicao,Calzado urbano para mujer,351400.0,68,189584,47854.01,Online
5420,Mercado Libre,1185732,2025-05-15,Caribe,Guajira,Maicao,Calzado urbano para mujer,445700.0,68,240448,50914.09,Online
5421,Mercado Libre,1185732,2025-01-17,Amazonía,Vaupés,Mitú,Calzado deportivo para mujer,454300.0,68,245072,37125.07,Online
5422,Decathlon,,2024-06-15,Caribe,San Andrés,Providencia,Ropa de hombre,462900.0,68,249696,47989.47,Online
5423,Éxito,1128299,2024-10-14,Caribe,Atlántico,Barranquilla,Ropa de hombre,445700.0,68,240448,59270.13,Online
5424,Nike Store,1185732,2025-03-16,Andina,Santander,Bucaramanga,Ropa de hombre,274300.0,68,147968,26030.37,Online
5425,Plaza Sport,1128299,2024-06-15,Pacífica,Chocó,Quibdó,Calzado deportivo para mujer,351400.0,68,189584,39831.29,Online
5426,Nike Store,1128299,2024-08-18,Andina,Santander,Floridablanca,Calzado deportivo para mujer,402900.0,68,217328,33193.62,Online
5427,Nike Store,,2024-11-19,Andina,Santander,Floridablanca,Ropa de hombre,437100.0,68,235824,47962.03,Online
5428,Mercado Libre,1185732,2024-10-19,Andina,Cundinamarca,Girardot,Calzado deportivo para hombre,360000.0,68,194208,36646.57,Online
5429,Nike Store,1185732,2025-05-19,Andina,Cundinamarca,Girardot,Calzado deportivo para mujer,420000.0,68,226576,41541.8,Online
5430,Nike Store,1185732,2025-05-19,Andina,Cundinamarca,Girardot,Ropa de hombre,462900.0,68,249696,50098.32,Online
5431,Plaza Sport,1197831,2024-09-16,Andina,Huila,Neiva,Calzado urbano para mujer,120000.0,68,64736,12503.65,Online
5432,Plaza Sport,1197831,2025-02-15,Andina,Huila,Neiva,Ropa de hombre,197100.0,68,106352,22741.21,Online
5433,Falabella,1197831,2024-07-13,Andina,Quindío,Armenia,Ropa de hombre,274300.0,68,147968,33988.73,Online
5434,Nike Store,,2024-10-09,Amazonía,Guaviare,San José del Guaviare,Ropa de mujer,497100.0,68,268192,66250.81,Online
5435,Decathlon,1185732,2024-07-08,Amazonía,Guaviare,San José del Guaviare,Calzado urbano para mujer,205700.0,68,110976,19534.86,Online
5436,Decathlon,1185732,2024-09-05,Orinoquía,Vichada,Puerto Carreño,Ropa de mujer,420000.0,68,226576,47367.18,Online
