"id";"Minorista";"Minorista_ID";"Fecha_Venta";"Region";"Departamento";"Ciudad";"Producto";"Precio_por_Unidad";"Unidades_Vendidas";"Total_Ventas";"Ganancia_Operativa";"Metodo_Venta"
6094;"Nike Store";1185732;"2024-10-02";"Caribe";"Sucre";"Corozal";"Ropa de hombre";420000.0;46;103684.0;23933.78;"Online"
6095;"Mercado Libre";1185732;"2025-03-10";"Andina";"Boyacá";"Duitama";"Calzado deportivo para mujer";471400.0;46;116380.0;18535.96;"Online"
6096;"Mercado Libre";1185732;"2024-06-19";"Andina";"Boyacá";"Duitama";"Calzado deportivo para mujer";368600.0;46;90988.0;15818.58;"Online"
6097;"Nike Store";1185732;"2025-03-17";"Andina";"Caldas";"Chinchiná";"Ropa de hombre";608600.0;46;150236.0;36275.09;"Online"
6098;"Nike Store";1185732;"2025-04-08";"Andina";"Cundinamarca";"Bogotá D.C.";"Calzado deportivo para hombre";385700.0;45;91125.0;18745.32;"Online"
6099;"Nike Store";1185732;"2025-04-23";"Andina";"Cundinamarca";"Bogotá D.C.";"Ropa de hombre";514300.0;45;121500.0;18733.81;"Online"
6100;"Nike Store";1185732;"2024-04-17";"Andina";"Antioquia";"Envigado";"Calzado deportivo para mujer";274300.0;45;64800.0;14502.8;"Online"
6101;"Nike Store";1185732;"2024-04-18";"Andina";"Antioquia";"Envigado";"Ropa de hombre";420000.0;45;99225.0;17511.22;"Online"
6102;"Nike Store";1185732;"2024-05-17";"Andina";"Antioquia";"Envigado";"Calzado deportivo para mujer";325700.0;45;76950.0;13156.43;"Online"
6103;"Nike Store";1185732;"2024-11-17";"Andina";"Tolima";"Melgar";"Calzado deportivo para hombre";274300.0;45;64800.0;11367.81;"Online"
6104;"Mercado Libre";1185732;"2025-03-17";"Caribe";"La Guajira";"Maicao";"Calzado deportivo para hombre";325700.0;45;76950.0;16484.57;"Online"
6105;"Mercado Libre";1185732;"2025-03-20";"Caribe";"La Guajira";"Maicao";"Ropa de hombre";394300.0;45;93150.0;16285.85;"Online"
6106;"Nike Store";1128299;"2024-06-22";"Amazonía";"Amazonas";"Leticia";"Ropa de hombre";360000.0;45;85050.0;16287.08;"Online"
6107;"Plaza Sport";1197831;"2024-09-16";"Andina";"Huila";"Neiva";"Calzado deportivo para mujer";154300.0;45;36450.0;6305.71;"Online"
6108;"Nike Store";1185732;"2024-09-08";"Amazonía";"Guaviare";"San José del Guaviare";"Calzado urbano para mujer";248600.0;45;58725.0;14709.46;"Online"
6109;"Decathlon";1185732;"2025-04-10";"Amazonía";"Guaviare";"San José del Guaviare";"Ropa de hombre";505700.0;45;119475.0;30276.62;"Online"
6110;"Nike Store";1185732;"2024-07-05";"Orinoquía";"Vichada";"Puerto Carreño";"Calzado deportivo para hombre";240000.0;45;56700.0;14494.11;"Online"
6111;"Nike Store";1185732;"2025-02-03";"Orinoquía";"Casanare";"Yopal";"Ropa de hombre";291400.0;45;68850.0;17756.33;"Online"
6112;"Plaza Sport";1185732;"2024-06-01";"Orinoquía";"Casanare";"Yopal";"Ropa de hombre";325700.0;45;76950.0;11743.31;"Online"
6113;"Plaza Sport";1185732;"2024-09-06";"Orinoquía";"Meta";"Villavicencio";"Ropa de hombre";522900.0;45;123525.0;20919.16;"Online"
6114;"Plaza Sport";1185732;"2024-06-15";"Orinoquía";"Meta";"Villavicencio";"Calzado deportivo para mujer";248600.0;45;58725.0;14031.12;"Online"
6115;"Decathlon";1185732;"2024-12-16";"Andina";"Cundinamarca";"Fusagasugá";"Calzado deportivo para mujer";308600.0;45;72900.0;15060.53;"Online"
6116;"Nike Store";1185732;"2024-07-14";"Caribe";"Atlántico";"Puerto Colombia";"Calzado deportivo para mujer";282900.0;45;66825.0;11104.35;"Online"
6117;"Nike Store";1185732;"2024-09-10";"Caribe";"Atlántico";"Puerto Colombia";"Ropa de hombre";402900.0;45;95175.0;16282.32;"Online"
6118;"Decathlon";1185732;"2024-09-10";"Andina";"Cundinamarca";"Bogotá D.C.";"Calzado deportivo para hombre";317100.0;45;74925.0;15500.26;"Online"
6119;"Mercado Libre";1185732;"2024-07-11";"Andina";"Boyacá";"Duitama";"Calzado deportivo para mujer";308600.0;45;72900.0;11018.95;"Online"
6120;"Decathlon";1128299;"2024-08-08";"Andina";"Cundinamarca";"Soacha";"Ropa de hombre";351400.0;45;83025.0;17030.67;"Outlet"
6121;"Decathlon";1185732;"2025-03-03";"Caribe";"San Andrés y Providencia";"San Andrés";"Calzado deportivo para mujer";368600.0;45;87075.0;17604.85;"Outlet"
6122;"Decathlon";1185732;"2025-03-03";"Caribe";"San Andrés y Providencia";"San Andrés";"Ropa de hombre";428600.0;45;101250.0;24858.94;"Outlet"
6123;"Nike Store";1185732;"2024-08-02";"Caribe";"Sucre";"Corozal";"Calzado deportivo para hombre";231400.0;45;54675.0;13726.78;"Outlet"
6124;"Mercado Libre";1185732;"2024-08-13";"Andina";"Caldas";"Chinchiná";"Calzado deportivo para mujer";282900.0;45;66825.0;17290.66;"Outlet"
6125;"Nike Store";1185732;"2024-11-06";"Andina";"Antioquia";"Medellín";"Ropa de hombre";428600.0;44;96800.0;16508.56;"Online"
6126;"Nike Store";1185732;"2024-11-15";"Andina";"Antioquia";"Medellín";"Calzado deportivo para hombre";411400.0;44;92928.0;23834.06;"Online"
6127;"Nike Store";1185732;"2024-11-22";"Andina";"Antioquia";"Medellín";"Calzado urbano para mujer";420000.0;44;94864.0;17148.08;"Online"
6128;"Nike Store";1185732;"2024-12-17";"Andina";"Antioquia";"Medellín";"Calzado deportivo para mujer";308600.0;44;69696.0;14245.02;"Online"
6129;"Nike Store";1185732;"2025-04-06";"Andina";"Cundinamarca";"Bogotá D.C.";"Ropa de mujer";402900.0;44;90992.0;19985.96;"Online"
6130;"Nike Store";1185732;"2025-04-21";"Andina";"Cundinamarca";"Bogotá D.C.";"Calzado urbano para mujer";445700.0;44;100672.0;22657.49;"Online"
6131;"Nike Store";1185732;"2025-04-28";"Andina";"Cundinamarca";"Bogotá D.C.";"Calzado deportivo para mujer";437100.0;44;98736.0;20376.81;"Online"
6132;"Nike Store";1185732;"2025-05-22";"Andina";"Cundinamarca";"Bogotá D.C.";"Calzado deportivo para mujer";480000.0;44;108416.0;22409.14;"Online"
6133;"Plaza Sport";1128299;"2023-09-03";"Andina";"Cundinamarca";"Cajicá";"Ropa de hombre";531400.0;44;120032.0;18526.86;"Online"
6134;"Plaza Sport";1128299;"2023-09-09";"Andina";"Cundinamarca";"Cajicá";"Ropa de hombre";540000.0;44;121968.0;27035.33;"Online"
6135;"Nike Store";1185732;"2024-03-25";"Andina";"Antioquia";"Envigado";"Ropa de hombre";351400.0;44;79376.0;13116.72;"Online"
6136;"Nike Store";1185732;"2024-04-09";"Andina";"Antioquia";"Envigado";"Calzado deportivo para hombre";377100.0;44;85184.0;19699.83;"Online"
6137;"Nike Store";1185732;"2024-05-24";"Andina";"Antioquia";"Envigado";"Ropa de hombre";462900.0;44;104544.0;18877.18;"Online"
6138;"Nike Store";1185732;"2024-11-26";"Andina";"Tolima";"Melgar";"Ropa de hombre";351400.0;44;79376.0;13418.33;"Online"
6139;"Mercado Libre";1185732;"2025-03-29";"Caribe";"La Guajira";"Maicao";"Calzado deportivo para hombre";317100.0;44;71632.0;10998.23;"Online"
6140;"Mercado Libre";1185732;"2025-03-30";"Caribe";"La Guajira";"Maicao";"Calzado urbano para mujer";231400.0;44;52272.0;11528.42;"Online"
6141;"Mercado Libre";1185732;"2025-04-18";"Caribe";"La Guajira";"Maicao";"Calzado deportivo para mujer";368600.0;44;83248.0;13496.15;"Online"
6142;"Mercado Libre";1185732;"2024-09-17";"Amazonía";"Vaupés";"Mitú";"Calzado deportivo para mujer";402900.0;44;90992.0;19923.48;"Online"
6143;"Mercado Libre";1185732;"2025-03-20";"Amazonía";"Vaupés";"Mitú";"Ropa de hombre";608600.0;44;137456.0;32774.18;"Online"
6144;"Decathlon";1128299;"2024-08-12";"Caribe";"Atlántico";"Barranquilla";"Ropa de hombre";522900.0;44;118096.0;19520.53;"Online"
6145;"Plaza Sport";1128299;"2024-06-22";"Andina";"Tolima";"Honda";"Ropa de hombre";360000.0;44;81312.0;14731.05;"Online"
6146;"Plaza Sport";1128299;"2024-10-21";"Pacífica";"Chocó";"Quibdó";"Ropa de hombre";351400.0;44;79376.0;20634.1;"Online"
6147;"Nike Store";1128299;"2024-07-22";"Andina";"Santander";"Floridablanca";"Ropa de hombre";360000.0;44;81312.0;13519.6;"Online"
6148;"Mercado Libre";1185732;"2024-08-17";"Andina";"Cundinamarca";"Girardot";"Ropa de hombre";445700.0;44;100672.0;23303.49;"Online"
6149;"Nike Store";1185732;"2024-06-10";"Andina";"Quindío";"Armenia";"Ropa de hombre";411400.0;44;92928.0;16596.21;"Online"
6150;"Nike Store";1185732;"2024-12-07";"Amazonía";"Guaviare";"San José del Guaviare";"Calzado deportivo para mujer";325700.0;44;73568.0;11662.19;"Online"
6151;"Decathlon";1185732;"2025-04-10";"Amazonía";"Guaviare";"San José del Guaviare";"Calzado deportivo para mujer";368600.0;44;83248.0;18051.19;"Online"
6152;"Decathlon";1185732;"2024-09-05";"Orinoquía";"Vichada";"Puerto Carreño";"Calzado deportivo para hombre";240000.0;44;54208.0;12934.8;"Online"
6153;"Decathlon";1185732;"2025-01-05";"Orinoquía";"Vichada";"Puerto Carreño";"Ropa de hombre";394300.0;44;89056.0;15367.68;"Online"
6154;"Decathlon";1185732;"2025-02-06";"Orinoquía";"Vichada";"Puerto Carreño";"Calzado deportivo para mujer";240000.0;44;54208.0;11761.37;"Online"
6155;"Nike Store";1185732;"2025-04-07";"Orinoquía";"Vichada";"Puerto Carreño";"Ropa de hombre";471400.0;44;106480.0;20992.68;"Online"
6156;"Nike Store";1185732;"2024-11-02";"Orinoquía";"Casanare";"Yopal";"Calzado deportivo para mujer";205700.0;44;46464.0;8589.09;"Online"
6157;"Nike Store";1185732;"2024-11-02";"Orinoquía";"Casanare";"Yopal";"Ropa de hombre";291400.0;44;65824.0;12033.87;"Online"
6158;"Plaza Sport";1185732;"2024-07-29";"Andina";"Caldas";"Manizales";"Calzado deportivo para hombre";162900.0;44;36784.0;7707.37;"Online"
6159;"Plaza Sport";1185732;"2025-01-31";"Andina";"Caldas";"Manizales";"Calzado urbano para mujer";205700.0;44;46464.0;11114.02;"Online"
6160;"Plaza Sport";1185732;"2024-06-08";"Andina";"Caldas";"Manizales";"Calzado deportivo para mujer";240000.0;44;54208.0;10700.1;"Online"
6161;"Plaza Sport";1185732;"2024-08-05";"Orinoquía";"Meta";"Villavicencio";"Ropa de hombre";274300.0;44;61952.0;14209.29;"Online"
6162;"Plaza Sport";1185732;"2025-03-08";"Orinoquía";"Meta";"Villavicencio";"Calzado deportivo para mujer";282900.0;44;63888.0;11795.59;"Online"
6163;"Plaza Sport";1185732;"2025-03-15";"Andina";"Norte de Santander";"Cúcuta";"Calzado urbano para mujer";282900.0;44;63888.0;12462.44;"Online"
6164;"Nike Store";1185732;"2024-11-18";"Andina";"Cundinamarca";"Fusagasugá";"Calzado deportivo para mujer";317100.0;44;71632.0;11564.79;"Online"
6165;"Decathlon";1185732;"2025-01-17";"Andina";"Cundinamarca";"Fusagasugá";"Calzado deportivo para mujer";317100.0;44;71632.0;13039.54;"Online"
6166;"Nike Store";1185732;"2025-05-18";"Andina";"Cundinamarca";"Fusagasugá";"Calzado deportivo para mujer";420000.0;44;94864.0;15731.67;"Online"
6167;"Nike Store";1185732;"2024-09-10";"Caribe";"Atlántico";"Puerto Colombia";"Calzado deportivo para mujer";274300.0;44;61952.0;15058.33;"Online"
6168;"Nike Store";1185732;"2025-03-13";"Caribe";"Atlántico";"Puerto Colombia";"Calzado deportivo para mujer";445700.0;44;100672.0;23941.83;"Online"
6169;"Nike Store";1185732;"2024-08-02";"Caribe";"Sucre";"Corozal";"Calzado deportivo para hombre";291400.0;44;65824.0;13158.71;"Online"
6170;"Nike Store";1185732;"2024-10-02";"Caribe";"Sucre";"Corozal";"Calzado deportivo para mujer";334300.0;44;75504.0;18579.82;"Online"
6171;"Decathlon";1185732;"2025-04-05";"Caribe";"Sucre";"Corozal";"Ropa de hombre";497100.0;44;112288.0;16917.74;"Online"
6172;"Decathlon";1185732;"2025-01-10";"Andina";"Cundinamarca";"Bogotá D.C.";"Ropa de hombre";428600.0;44;96800.0;18884.46;"Online"
6173;"Mercado Libre";1185732;"2024-06-12";"Andina";"Cundinamarca";"Bogotá D.C.";"Calzado deportivo para mujer";334300.0;44;75504.0;11585.73;"Online"
6174;"Mercado Libre";1185732;"2024-09-07";"Andina";"Boyacá";"Duitama";"Calzado deportivo para mujer";308600.0;44;69696.0;17560.91;"Online"
6175;"Nike Store";1185732;"2025-03-27";"Andina";"Cundinamarca";"Bogotá D.C.";"Calzado deportivo para hombre";274300.0;44;61952.0;12978.08;"Outlet"
6176;"Nike Store";1185732;"2024-06-08";"Caribe";"San Andrés y Providencia";"San Andrés";"Ropa de hombre";291400.0;44;65824.0;16557.18;"Outlet"
6177;"Nike Store";1185732;"2024-09-03";"Caribe";"Sucre";"Corozal";"Calzado urbano para mujer";137100.0;44;30976.0;8029.82;"Outlet"
6178;"Decathlon";1185732;"2024-09-10";"Andina";"Cundinamarca";"Bogotá D.C.";"Ropa de hombre";282900.0;44;63888.0;10958.37;"Outlet"
6179;"Plaza Sport";1128299;"2024-07-23";"Pacífica";"Chocó";"Quibdó";"Ropa de hombre";274300.0;43;59168.0;15380.27;"Outlet"
6180;"Nike Store";1185732;"2024-11-16";"Andina";"Antioquia";"Medellín";"Calzado urbano para mujer";308600.0;42;63504.0;12391.99;"Online"
6181;"Nike Store";1185732;"2025-04-15";"Andina";"Cundinamarca";"Bogotá D.C.";"Calzado urbano para mujer";445700.0;42;91728.0;14296.61;"Online"
6182;"Nike Store";1185732;"2025-05-23";"Andina";"Cundinamarca";"Bogotá D.C.";"Ropa de hombre";548600.0;42;112896.0;17372.67;"Online"
6183;"Nike Store";1185732;"2024-04-30";"Andina";"Antioquia";"Envigado";"Ropa de hombre";360000.0;42;74088.0;11249.11;"Online"
6184;"Nike Store";1185732;"2024-11-20";"Andina";"Tolima";"Melgar";"Ropa de hombre";360000.0;42;74088.0;19079.6;"Online"
6185;"Mercado Libre";1185732;"2025-03-14";"Caribe";"La Guajira";"Maicao";"Ropa de hombre";402900.0;42;82908.0;20074.28;"Online"
6186;"Mercado Libre";1185732;"2025-04-07";"Caribe";"La Guajira";"Maicao";"Ropa de hombre";437100.0;42;89964.0;16018.75;"Online"
6187;"Mercado Libre";1185732;"2025-03-20";"Amazonía";"Vaupés";"Mitú";"Calzado deportivo para mujer";505700.0;42;104076.0;24343.94;"Online"
6188;"Nike Store";1128299;"2024-09-06";"Caribe";"San Andrés y Providencia";"Providencia";"Ropa de hombre";445700.0;42;91728.0;14250.38;"Online"
6189;"Mercado Libre";1185732;"2024-06-20";"Andina";"Risaralda";"Pereira";"Calzado deportivo para mujer";291400.0;42;59976.0;15297.35;"Online"
6190;"Mercado Libre";1185732;"2024-10-19";"Andina";"Cundinamarca";"Girardot";"Ropa de hombre";394300.0;42;81144.0;17788.78;"Online"
6191;"Mercado Libre";1185732;"2025-03-20";"Andina";"Cundinamarca";"Girardot";"Calzado deportivo para mujer";351400.0;42;72324.0;13087.09;"Online"
6192;"Falabella";1197831;"2024-07-13";"Andina";"Quindío";"Armenia";"Calzado deportivo para mujer";171400.0;42;35280.0;7305.77;"Online"
6193;"Nike Store";1185732;"2024-09-08";"Amazonía";"Guaviare";"San José del Guaviare";"Calzado deportivo para hombre";334300.0;42;68796.0;15998.2;"Online"
6194;"Nike Store";1185732;"2025-02-09";"Amazonía";"Guaviare";"San José del Guaviare";"Ropa de hombre";351400.0;42;72324.0;12402.76;"Online"
6195;"Nike Store";1185732;"2025-03-10";"Amazonía";"Guaviare";"San José del Guaviare";"Calzado urbano para mujer";368600.0;42;75852.0;17431.35;"Online"
6196;"Decathlon";1185732;"2025-02-06";"Orinoquía";"Vichada";"Puerto Carreño";"Ropa de hombre";308600.0;42;63504.0;9815.86;"Online"
6197;"Nike Store";1185732;"2024-06-04";"Orinoquía";"Vichada";"Puerto Carreño";"Ropa de hombre";325700.0;42;67032.0;10284.83;"Online"
6198;"Nike Store";1185732;"2024-10-03";"Orinoquía";"Casanare";"Yopal";"Ropa de hombre";368600.0;42;75852.0;11639.15;"Online"
6199;"Plaza Sport";1185732;"2025-02-07";"Orinoquía";"Meta";"Villavicencio";"Ropa de hombre";282900.0;42;58212.0;9135.39;"Online"
6200;"Nike Store";1185732;"2024-11-18";"Andina";"Cundinamarca";"Fusagasugá";"Ropa de hombre";420000.0;42;86436.0;15068.28;"Online"
6201;"Falabella";1185732;"2025-03-06";"Andina";"Cundinamarca";"Zipaquirá";"Calzado urbano para mujer";394300.0;42;81144.0;20354.53;"Online"
6202;"Decathlon";1185732;"2024-06-05";"Andina";"Cundinamarca";"Zipaquirá";"Calzado deportivo para mujer";282900.0;42;58212.0;14624.98;"Online"
6203;"Decathlon";1185732;"2025-03-03";"Caribe";"San Andrés y Providencia";"San Andrés";"Ropa de hombre";548600.0;42;112896.0;27506.96;"Online"
6204;"Nike Store";1185732;"2024-12-30";"Andina";"Antioquia";"Medellín";"Ropa de hombre";480000.0;41;94136.0;19254.01;"Online"
6205;"Nike Store";1185732;"2024-05-04";"Andina";"Antioquia";"Envigado";"Calzado urbano para mujer";205700.0;41;40344.0;10155.55;"Online"
6206;"Nike Store";1185732;"2024-11-15";"Andina";"Tolima";"Melgar";"Ropa de mujer";437100.0;41;85731.0;14147.11;"Online"
6207;"Nike Store";1185732;"2024-12-11";"Andina";"Tolima";"Melgar";"Calzado deportivo para hombre";248600.0;41;48749.0;12183.15;"Online"
6208;"Nike Store";1185732;"2024-12-17";"Andina";"Tolima";"Melgar";"Calzado deportivo para hombre";248600.0;41;48749.0;8020.51;"Online"
6209;"Mercado Libre";1185732;"2025-05-23";"Caribe";"La Guajira";"Maicao";"Ropa de hombre";462900.0;41;90774.0;22955.42;"Online"
6210;"Mercado Libre";1185732;"2025-04-16";"Caribe";"La Guajira";"Maicao";"Ropa de hombre";514300.0;41;100860.0;18240.27;"Online"
6211;"Mercado Libre";1185732;"2024-09-17";"Amazonía";"Vaupés";"Mitú";"Ropa de hombre";480000.0;41;94136.0;20293.9;"Online"
6212;"Mercado Libre";1185732;"2025-03-20";"Andina";"Cundinamarca";"Girardot";"Ropa de hombre";454300.0;41;89093.0;14732.54;"Online"
6213;"Falabella";1197831;"2024-08-08";"Andina";"Quindío";"Armenia";"Ropa de hombre";274300.0;41;53792.0;13451.47;"Online"
6214;"Decathlon";1185732;"2024-09-05";"Orinoquía";"Vichada";"Puerto Carreño";"Calzado urbano para mujer";162900.0;41;31939.0;5245.63;"Online"
6215;"Plaza Sport";1185732;"2024-08-30";"Andina";"Caldas";"Manizales";"Calzado urbano para mujer";77100.0;41;15129.0;3797.39;"Online"
6216;"Plaza Sport";1185732;"2025-02-07";"Orinoquía";"Meta";"Villavicencio";"Calzado deportivo para mujer";205700.0;41;40344.0;6950.74;"Online"
6217;"Nike Store";1185732;"2025-04-19";"Andina";"Cundinamarca";"Fusagasugá";"Calzado deportivo para mujer";411400.0;41;80688.0;14397.34;"Online"
6218;"Falabella";1185732;"2025-02-02";"Andina";"Cundinamarca";"Zipaquirá";"Ropa de hombre";402900.0;41;79007.0;17800.31;"Online"
6219;"Decathlon";1185732;"2024-06-15";"Caribe";"Sucre";"Corozal";"Ropa de hombre";411400.0;41;80688.0;17848.61;"Online"
6220;"Decathlon";1185732;"2024-07-14";"Caribe";"Sucre";"Corozal";"Calzado deportivo para hombre";325700.0;41;63878.0;10867.27;"Online"
6221;"Decathlon";1185732;"2024-07-14";"Andina";"Cundinamarca";"Bogotá D.C.";"Ropa de hombre";411400.0;41;80688.0;20737.72;"Online"
6222;"Decathlon";1185732;"2024-09-10";"Andina";"Cundinamarca";"Bogotá D.C.";"Calzado urbano para mujer";248600.0;41;48749.0;9002.95;"Online"
6223;"Nike Store";1185732;"2024-10-30";"Andina";"Antioquia";"Bello";"Calzado deportivo para mujer";231400.0;41;45387.0;10092.46;"Outlet"
6224;"Nike Store";1185732;"2025-03-24";"Andina";"Cundinamarca";"Bogotá D.C.";"Ropa de hombre";360000.0;41;70602.0;13257.94;"Outlet"
6225;"Nike Store";1185732;"2025-05-11";"Andina";"Cundinamarca";"Bogotá D.C.";"Ropa de hombre";308600.0;41;60516.0;14029.24;"Outlet"
6226;"Decathlon";1185732;"2024-08-31";"Caribe";"San Andrés y Providencia";"San Andrés";"Calzado deportivo para mujer";222900.0;41;43706.0;9868.03;"Outlet"
6227;"Nike Store";1185732;"2024-07-07";"Caribe";"San Andrés y Providencia";"San Andrés";"Calzado deportivo para hombre";205700.0;41;40344.0;6996.85;"Outlet"
6228;"Decathlon";1185732;"2025-02-09";"Andina";"Cundinamarca";"Bogotá D.C.";"Ropa de hombre";334300.0;41;65559.0;17032.39;"Outlet"
6229;"Nike Store";1185732;"2025-03-30";"Andina";"Cundinamarca";"Bogotá D.C.";"Ropa de hombre";334300.0;40;62400.0;11776.33;"Outlet"
6230;"Nike Store";1128299;"2024-09-20";"Andina";"Cundinamarca";"Facatativá";"Ropa de hombre";342900.0;40;64000.0;14989.37;"Outlet"
6231;"Decathlon";1185732;"2024-08-31";"Caribe";"San Andrés y Providencia";"San Andrés";"Ropa de hombre";317100.0;40;59200.0;13904.58;"Outlet"
6232;"Nike Store";1185732;"2024-07-07";"Caribe";"Sucre";"Corozal";"Ropa de hombre";291400.0;40;54400.0;11519.03;"Outlet"
6233;"Nike Store";1185732;"2024-09-03";"Caribe";"Sucre";"Corozal";"Calzado deportivo para hombre";197100.0;40;36800.0;7511.25;"Outlet"
6234;"Nike Store";1185732;"2025-01-03";"Caribe";"Sucre";"Corozal";"Ropa de hombre";317100.0;40;59200.0;13930.32;"Outlet"
6235;"Nike Store";1185732;"2024-12-22";"Andina";"Antioquia";"Medellín";"Calzado urbano para mujer";411400.0;39;73008.0;14179.44;"Online"
6236;"Nike Store";1185732;"2025-04-22";"Andina";"Cundinamarca";"Bogotá D.C.";"Calzado deportivo para mujer";445700.0;39;79092.0;17808.32;"Online"
6237;"Plaza Sport";1128299;"2023-08-28";"Andina";"Cundinamarca";"Cajicá";"Ropa de hombre";480000.0;39;85176.0;14747.78;"Online"
6238;"Nike Store";1185732;"2024-03-19";"Andina";"Antioquia";"Envigado";"Ropa de hombre";368600.0;39;65403.0;9826.48;"Online"
6239;"Nike Store";1185732;"2024-10-31";"Andina";"Tolima";"Melgar";"Calzado urbano para mujer";248600.0;39;44109.0;8459.72;"Online"
6240;"Nike Store";1185732;"2024-11-09";"Andina";"Tolima";"Melgar";"Ropa de mujer";291400.0;39;51714.0;12836.5;"Online"
6241;"Nike Store";1185732;"2024-11-19";"Andina";"Tolima";"Melgar";"Calzado deportivo para mujer";231400.0;39;41067.0;7627.44;"Online"
6242;"Nike Store";1185732;"2024-12-09";"Andina";"Tolima";"Melgar";"Ropa de mujer";291400.0;39;51714.0;13135.08;"Online"
6243;"Nike Store";1185732;"2024-12-26";"Andina";"Tolima";"Melgar";"Ropa de hombre";385700.0;39;68445.0;15932.53;"Online"
6244;"Plaza Sport";1128299;"2024-08-12";"Caribe";"Bolívar";"Cartagena";"Ropa de hombre";480000.0;39;85176.0;21456.61;"Online"
6245;"Nike Store";1128299;"2024-09-19";"Andina";"Santander";"Floridablanca";"Ropa de hombre";428600.0;39;76050.0;14541.51;"Online"
6246;"Decathlon";1128299;"2024-08-08";"Andina";"Cundinamarca";"Soacha";"Ropa de hombre";437100.0;39;77571.0;12436.31;"Online"
6247;"Nike Store";1185732;"2025-02-09";"Amazonía";"Guaviare";"San José del Guaviare";"Calzado deportivo para mujer";291400.0;39;51714.0;9721.13;"Online"
6248;"Decathlon";1185732;"2025-03-07";"Orinoquía";"Vichada";"Puerto Carreño";"Calzado urbano para mujer";334300.0;39;59319.0;11800.27;"Online"
6249;"Nike Store";1185732;"2024-08-01";"Orinoquía";"Casanare";"Yopal";"Ropa de hombre";240000.0;39;42588.0;7270.13;"Online"
6250;"Nike Store";1185732;"2025-03-04";"Orinoquía";"Casanare";"Yopal";"Calzado urbano para mujer";291400.0;39;51714.0;11209.3;"Online"
6251;"Plaza Sport";1185732;"2024-07-02";"Orinoquía";"Casanare";"Yopal";"Calzado deportivo para hombre";248600.0;39;44109.0;8894.71;"Online"
6252;"Plaza Sport";1185732;"2024-08-30";"Andina";"Caldas";"Manizales";"Calzado deportivo para hombre";171400.0;39;30420.0;6327.28;"Online"
6253;"Plaza Sport";1185732;"2024-08-16";"Andina";"Cundinamarca";"Fusagasugá";"Calzado deportivo para hombre";291400.0;39;51714.0;9051.39;"Online"
6254;"Decathlon";1185732;"2024-07-30";"Caribe";"San Andrés y Providencia";"San Andrés";"Ropa de hombre";411400.0;39;73008.0;15415.47;"Online"
6255;"Nike Store";1185732;"2025-01-03";"Caribe";"Sucre";"Corozal";"Calzado deportivo para mujer";317100.0;39;56277.0;9041.15;"Online"
6256;"Decathlon";1185732;"2025-02-09";"Andina";"Cundinamarca";"Bogotá D.C.";"Calzado urbano para mujer";351400.0;39;62361.0;14956.01;"Online"
6257;"Nike Store";1185732;"2024-06-22";"Andina";"Caldas";"Chinchiná";"Calzado deportivo para mujer";420000.0;39;74529.0;17677.09;"Online"
6258;"Nike Store";1185732;"2025-04-17";"Andina";"Cundinamarca";"Bogotá D.C.";"Ropa de hombre";437100.0;39;77571.0;16013.11;"Outlet"
6259;"Nike Store";1128299;"2024-07-23";"Andina";"Cundinamarca";"Facatativá";"Ropa de hombre";248600.0;39;44109.0;7525.26;"Outlet"
6260;"Plaza Sport";1128299;"2024-09-20";"Pacífica";"Chocó";"Quibdó";"Ropa de hombre";308600.0;39;54756.0;10608.18;"Outlet"
6261;"Nike Store";1128299;"2024-08-18";"Andina";"Santander";"Floridablanca";"Ropa de hombre";351400.0;39;62361.0;12276.32;"Outlet"
6262;"Plaza Sport";1197831;"2024-08-15";"Andina";"Huila";"Neiva";"Calzado deportivo para mujer";137100.0;39;24336.0;6159.16;"Outlet"
6263;"Decathlon";1185732;"2024-07-04";"Caribe";"San Andrés y Providencia";"San Andrés";"Calzado deportivo para mujer";205700.0;39;36504.0;7113.34;"Outlet"
6264;"Nike Store";1185732;"2025-02-02";"Caribe";"Sucre";"Corozal";"Calzado urbano para mujer";248600.0;39;44109.0;7721.68;"Outlet"
6265;"Decathlon";1185732;"2024-09-10";"Andina";"Cundinamarca";"Bogotá D.C.";"Calzado deportivo para mujer";197100.0;39;34983.0;8770.26;"Outlet"
6266;"Decathlon";1185732;"2025-02-09";"Andina";"Cundinamarca";"Bogotá D.C.";"Calzado deportivo para mujer";291400.0;39;51714.0;12841.97;"Outlet"
6267;"Mercado Libre";1185732;"2024-08-06";"Andina";"Boyacá";"Duitama";"Calzado deportivo para mujer";257100.0;39;45630.0;10473.52;"Outlet"
6268;"Nike Store";1185732;"2024-11-12";"Andina";"Antioquia";"Medellín";"Ropa de hombre";480000.0;38;80864.0;20432.47;"Online"
6269;"Nike Store";1185732;"2025-04-02";"Andina";"Cundinamarca";"Bogotá D.C.";"Calzado deportivo para hombre";402900.0;38;67868.0;13898.72;"Online"
6270;"Nike Store";1185732;"2025-04-09";"Andina";"Cundinamarca";"Bogotá D.C.";"Calzado urbano para mujer";325700.0;38;54872.0;12396.78;"Online"
6271;"Nike Store";1185732;"2024-03-22";"Andina";"Antioquia";"Envigado";"Calzado deportivo para hombre";291400.0;38;49096.0;12531.12;"Online"
