Minorista,Minorista ID,Fecha_Venta,Region,Estado,Ciudad,Producto,Precio_por_Unidad,Unidades_Vendidas,Total_Ventas,Ganancia_Operativa,Metodo_Venta
Nike Store,1185732,2024-09-10,Caribe,Atlántico,Puerto Colombia,Ropa de mujer,325700.0,78,231192.0,40622.34,Online
Falabella,1185732,2025-03-13,Caribe,Atlántico,Puerto Colombia,Ropa de mujer,540000.0,78,383292.0,79569.73,Online
Nike Store,1185732,2025-05-01,Caribe,San Andrés,San Andrés,Ropa de hombre,514300.0,78,365040.0,91571.43,Online
Decathlon,1185732,2025-05-04,Caribe,Sucre,Corozal,Calzado deportivo para hombre,385700.0,78,273780.0,41471.91,Online
Mercado Libre,1185732,2025-02-06,Andina,Boyacá,Duitama,Ropa de mujer,505700.0,78,358956.0,66347.78,Online
Mercado Libre,1185732,2024-10-13,Andina,Caldas,Chinchiná,Ropa de hombre,540000.0,78,383292.0,80391.72,Online
Nike Store,1185732,2024-06-22,Andina,Caldas,Chinchiná,Ropa de mujer,462900.0,78,328536.0,76941.32,Online
Nike Store,1185732,2025-04-18,Andina,Cundinamarca,Bogotá D.C.,Ropa de mujer,437100.0,78,310284.0,53291.91,Outlet
Éxito,1128299,2025-02-14,Caribe,Atlántico,Barranquilla,Calzado deportivo para mujer,377100.0,78,267696.0,60546.6,Outlet
Nike Store,1128299,2024-08-19,Andina,Cundinamarca,Facatativá,Calzado deportivo para mujer,325700.0,78,231192.0,56787.1,Outlet
Nike Store,1128299,2025-02-21,Andina,Cundinamarca,Facatativá,Calzado urbano para mujer,291400.0,78,206856.0,37152.81,Outlet
Plaza Sport,1128299,2024-06-15,Pacífica,Chocó,Quibdó,Calzado deportivo para mujer,291400.0,78,206856.0,47815.42,Outlet
Nike Store,1128299,2024-09-19,Andina,Santander,Floridablanca,Calzado deportivo para mujer,342900.0,78,243360.0,60096.44,Outlet
Falabella,1128299,2024-10-23,Orinoquía,Arauca,Arauca,Ropa de hombre,385700.0,78,273780.0,46888.53,Outlet
Decathlon,1128299,2024-08-08,Andina,Cundinamarca,Soacha,Calzado deportivo para mujer,325700.0,78,231192.0,42882.39,Outlet
Éxito,1197831,2024-07-20,Pacífica,Nariño,Pasto,Calzado deportivo para mujer,128600.0,78,91260.0,14020.16,Outlet
Plaza Sport,1197831,2024-08-15,Andina,Huila,Neiva,Calzado deportivo para hombre,128600.0,78,91260.0,15668.61,Outlet
Plaza Sport,1197831,2025-02-15,Andina,Huila,Neiva,Ropa de hombre,171400.0,78,121680.0,30124.76,Outlet
Nike Store,1185732,2024-12-02,Caribe,Sucre,Corozal,Calzado urbano para mujer,231400.0,78,164268.0,39883.01,Outlet
Mercado Libre,1185732,2025-04-12,Andina,Bogotá D.C.,Bogotá D.C.,Ropa de hombre,428600.0,78,304200.0,64259.42,Outlet
Mercado Libre,1185732,2025-02-13,Andina,Caldas,Chinchiná,Calzado urbano para mujer,368600.0,78,261612.0,46521.55,Outlet
Nike Store,1185732,2024-10-28,Andina,Antioquia,Bello,Calzado deportivo para hombre,351400.0,77,243089.0,52363.93,Online
Nike Store,1185732,2024-11-07,Andina,Antioquia,Medellín,Ropa de mujer,368600.0,77,254947.0,44251.94,Online
Nike Store,1185732,2024-05-21,Andina,Antioquia,Envigado,Calzado deportivo para hombre,360000.0,77,249018.0,45230.12,Online
Nike Store,1185732,2024-05-25,Andina,Antioquia,Envigado,Ropa de mujer,462900.0,77,320166.0,76023.52,Online
Falabella,1189833,2024-05-30,Amazonía,Guainía,Inírida,Ropa de hombre,402900.0,77,278663.0,45240.89,Online
Mercado Libre,1185732,2025-04-10,Caribe,Guajira,Maicao,Calzado deportivo para hombre,411400.0,77,284592.0,48209.38,Online
Mercado Libre,1185732,2024-07-21,Amazonía,Vaupés,Mitú,Calzado urbano para mujer,368600.0,77,254947.0,53523.97,Online
Mercado Libre,1185732,2025-03-20,Amazonía,Vaupés,Mitú,Calzado deportivo para hombre,514300.0,77,355740.0,61014.08,Online
Decathlon,1128299,2024-06-15,Caribe,San Andrés,Providencia,Calzado deportivo para mujer,402900.0,77,278663.0,52316.48,Online
Nike Store,1185732,2024-06-16,Andina,Boyacá,Tunja,Calzado deportivo para mujer,205700.0,77,142296.0,23360.14,Online
Nike Store,1185732,2025-02-15,Andina,Santander,Bucaramanga,Ropa de hombre,197100.0,77,136367.0,29674.26,Online
Plaza Sport,1128299,2025-02-14,Caribe,Bolívar,Cartagena,Ropa de hombre,437100.0,77,302379.0,68196.1,Online
Nike Store,1128299,2024-06-21,Amazonía,Caquetá,Florencia,Calzado deportivo para mujer,325700.0,77,225302.0,48404.28,Online
Mercado Libre,1185732,2024-11-18,Andina,Cundinamarca,Girardot,Calzado deportivo para hombre,282900.0,77,195657.0,48447.26,Online
Falabella,1197831,2025-04-18,Andina,Huila,Neiva,Ropa de hombre,608600.0,77,420959.0,94101.56,Online
Falabella,1197831,2024-10-08,Andina,Quindío,Armenia,Calzado deportivo para hombre,334300.0,77,231231.0,51995.72,Online
Nike Store,1185732,2024-11-02,Orinoquía,Casanare,Yopal,Calzado deportivo para hombre,240000.0,77,166012.0,32156.76,Online
Nike Store,1185732,2025-02-03,Orinoquía,Casanare,Yopal,Calzado deportivo para hombre,231400.0,77,160083.0,40647.08,Online
Plaza Sport,1185732,2024-10-14,Andina,Norte de Santander,Cúcuta,Calzado urbano para mujer,274300.0,77,189728.0,39550.38,Online
Plaza Sport,1185732,2024-12-12,Andina,Norte de Santander,Cúcuta,Calzado deportivo para mujer,411400.0,77,284592.0,68459.79,Online
Nike Store,1185732,2025-04-15,Andina,Norte de Santander,Cúcuta,Calzado urbano para mujer,274300.0,77,189728.0,39348.8,Online
Falabella,1185732,2024-06-08,Caribe,Atlántico,Puerto Colombia,Calzado deportivo para hombre,282900.0,77,195657.0,32345.36,Online
Decathlon,1185732,2025-04-05,Caribe,Sucre,Corozal,Ropa de mujer,514300.0,77,355740.0,58482.14,Online
Decathlon,1185732,2024-12-09,Andina,Bogotá D.C.,Bogotá D.C.,Calzado urbano para mujer,351400.0,77,243089.0,42790.67,Online
Mercado Libre,1185732,2024-08-06,Andina,Boyacá,Duitama,Calzado urbano para mujer,291400.0,77,201586.0,47767.18,Online
Plaza Sport,1128299,2025-02-21,Pacífica,Chocó,Quibdó,Ropa de hombre,411400.0,77,284592.0,50286.74,Outlet
Plaza Sport,1128299,2024-10-14,Caribe,Bolívar,Cartagena,Ropa de hombre,274300.0,77,189728.0,46031.39,Outlet
Éxito,1197831,2024-09-16,Pacífica,Nariño,Pasto,Calzado deportivo para mujer,111400.0,77,77077.0,15646.33,Outlet
Nike Store,1185732,2024-07-07,Caribe,Sucre,Corozal,Ropa de mujer,231400.0,77,160083.0,39560.81,Outlet
Decathlon,1185732,2025-05-04,Caribe,Sucre,Corozal,Calzado deportivo para mujer,291400.0,77,201586.0,51736.26,Outlet
Decathlon,1185732,2024-12-09,Andina,Bogotá D.C.,Bogotá D.C.,Calzado deportivo para mujer,291400.0,77,201586.0,34642.53,Outlet
Decathlon,1185732,2025-02-09,Andina,Bogotá D.C.,Bogotá D.C.,Ropa de mujer,351400.0,77,243089.0,38726.78,Outlet
Nike Store,1185732,2024-11-11,Andina,Antioquia,Medellín,Calzado deportivo para mujer,385700.0,75,253125.0,61004.63,Outlet
Nike Store,1185732,2024-11-17,Andina,Antioquia,Medellín,Calzado deportivo para mujer,385700.0,75,253125.0,62546.27,Outlet
Nike Store,1185732,2025-03-23,Andina,Antioquia,Medellín,Calzado deportivo para mujer,342900.0,75,225000.0,56804.41,Outlet
Nike Store,1185732,2025-04-05,Andina,Cundinamarca,Bogotá D.C.,Ropa de hombre,514300.0,75,337500.0,50973.03,Outlet
Nike Store,1185732,2025-04-10,Andina,Cundinamarca,Bogotá D.C.,Calzado deportivo para mujer,385700.0,75,253125.0,44996.45,Outlet
Nike Store,1185732,2025-04-11,Andina,Cundinamarca,Bogotá D.C.,Ropa de hombre,514300.0,75,337500.0,59307.26,Outlet
Nike Store,1185732,2024-03-24,Andina,Antioquia,Envigado,Calzado deportivo para mujer,257100.0,75,168750.0,32962.75,In-store
Nike Store,1185732,2024-03-31,Andina,Antioquia,Envigado,Ropa de hombre,428600.0,75,281250.0,53296.44,In-store
Nike Store,1185732,2024-04-12,Andina,Antioquia,Envigado,Ropa de hombre,471400.0,75,309375.0,65429.04,In-store
Nike Store,1185732,2024-05-11,Andina,Antioquia,Envigado,Calzado deportivo para mujer,300000.0,75,196875.0,45073.3,Outlet
Nike Store,1185732,2024-05-12,Andina,Antioquia,Envigado,Ropa de hombre,385700.0,75,253125.0,63345.84,Outlet
Nike Store,1185732,2024-10-20,Andina,Tolima,Espinal,Calzado deportivo para mujer,257100.0,75,168750.0,32812.55,Outlet
Nike Store,1185732,2024-11-05,Andina,Tolima,Melgar,Calzado deportivo para hombre,300000.0,75,196875.0,35724.55,Outlet
Nike Store,1185732,2024-11-06,Andina,Tolima,Melgar,Calzado urbano para mujer,214300.0,75,140625.0,24462.58,Outlet
Nike Store,1185732,2024-12-07,Andina,Tolima,Melgar,Calzado deportivo para mujer,171400.0,75,112500.0,19733.21,Outlet
Nike Store,1185732,2024-12-08,Andina,Tolima,Melgar,Ropa de hombre,257100.0,75,168750.0,34621.31,Outlet
Mercado Libre,1185732,2025-03-19,Caribe,Guajira,Maicao,Calzado deportivo para mujer,300000.0,75,196875.0,47170.79,Outlet
Mercado Libre,1185732,2025-03-31,Caribe,Guajira,Maicao,Calzado deportivo para mujer,300000.0,75,196875.0,41835.59,Outlet
Mercado Libre,1185732,2025-04-01,Caribe,Guajira,Maicao,Ropa de hombre,428600.0,75,281250.0,54477.67,Outlet
Nike Store,1185732,2024-08-07,Amazonía,Guaviare,San José del Guaviare,Calzado deportivo para mujer,300000.0,75,196875.0,35633.8,Online
Nike Store,1185732,2024-09-08,Amazonía,Guaviare,San José del Guaviare,Calzado deportivo para mujer,300000.0,75,196875.0,34234.65,Online
Decathlon,1185732,2024-08-04,Orinoquía,Vichada,Puerto Carreño,Calzado deportivo para mujer,214300.0,75,140625.0,24814.71,Online
Decathlon,1185732,2024-09-05,Orinoquía,Vichada,Puerto Carreño,Calzado deportivo para mujer,214300.0,75,140625.0,29619.84,Online
Nike Store,1185732,2024-07-05,Orinoquía,Casanare,Yopal,Calzado deportivo para mujer,214300.0,75,140625.0,21623.83,In-store
Plaza Sport,1185732,2024-07-02,Andina,Caldas,Manizales,Calzado deportivo para mujer,214300.0,75,140625.0,29103.39,In-store
Plaza Sport,1185732,2024-07-29,Andina,Caldas,Manizales,Calzado deportivo para mujer,128600.0,75,84375.0,17168.52,In-store
Plaza Sport,1185732,2024-08-30,Andina,Caldas,Manizales,Calzado deportivo para mujer,128600.0,75,84375.0,20800.27,In-store
Nike Store,1185732,2024-06-22,Andina,Norte de Santander,Cúcuta,Calzado deportivo para mujer,257100.0,75,168750.0,42554.03,In-store
Plaza Sport,1185732,2024-08-16,Andina,Cundinamarca,Fusagasugá,Ropa de hombre,385700.0,75,253125.0,38296.58,In-store
Nike Store,1185732,2025-03-20,Andina,Cundinamarca,Fusagasugá,Calzado deportivo para mujer,428600.0,75,281250.0,50613.62,In-store
Nike Store,1185732,2025-03-20,Andina,Cundinamarca,Fusagasugá,Ropa de hombre,514300.0,75,337500.0,62745.4,In-store
Falabella,1185732,2024-08-02,Andina,Cundinamarca,Zipaquirá,Calzado deportivo para mujer,257100.0,75,168750.0,40446.48,In-store
Nike Store,1185732,2024-06-08,Caribe,San Andrés,San Andrés,Calzado deportivo para mujer,257100.0,75,168750.0,27114.31,In-store
Nike Store,1185732,2024-08-02,Caribe,Sucre,Corozal,Ropa de hombre,385700.0,75,253125.0,39066.91,In-store
Nike Store,1185732,2025-03-06,Caribe,Sucre,Corozal,Calzado deportivo para mujer,428600.0,75,281250.0,70216.83,In-store
Nike Store,1185732,2025-03-06,Caribe,Sucre,Corozal,Ropa de hombre,514300.0,75,337500.0,65908.37,In-store
Nike Store,1185732,2024-12-10,Andina,Antioquia,Medellín,Calzado urbano para mujer,325700.0,75,213750.0,40065.46,Online
Nike Store,1185732,2024-12-21,Andina,Antioquia,Medellín,Calzado deportivo para hombre,420000.0,75,275625.0,55497.51,Online
Nike Store,1185732,2025-01-02,Andina,Antioquia,Medellín,Calzado deportivo para hombre,394300.0,75,258750.0,47722.63,Online
Nike Store,1185732,2025-01-03,Andina,Antioquia,Medellín,Calzado urbano para mujer,394300.0,75,258750.0,43501.57,Online
Decathlon,1197831,2025-01-17,Andina,Antioquia,Medellín,Ropa de hombre,325700.0,75,213750.0,52861.25,Online
Nike Store,1185732,2025-05-02,Andina,Cundinamarca,Bogotá D.C.,Calzado deportivo para hombre,462900.0,75,303750.0,76591.94,Online
Plaza Sport,1128299,2023-06-21,Caribe,Atlántico,Sabanalarga,Calzado deportivo para mujer,505700.0,75,331875.0,85909.3,Online
Plaza Sport,1128299,2023-10-09,Andina,Cundinamarca,Cajicá,Ropa de hombre,548600.0,75,360000.0,60421.84,Online
Nike Store,1185732,2024-04-21,Andina,Antioquia,Envigado,Calzado deportivo para hombre,360000.0,75,236250.0,57316.83,Online
Falabella,1189833,2024-06-29,Amazonía,Guainía,Inírida,Ropa de hombre,351400.0,75,230625.0,52937.52,Online
Mercado Libre,1185732,2025-03-11,Andina,Tolima,Ibagué,Calzado deportivo para hombre,325700.0,75,213750.0,34170.94,Online
Mercado Libre,1185732,2025-05-15,Caribe,Guajira,Maicao,Ropa de mujer,591400.0,75,388125.0,70134.99,Online
Mercado Libre,1185732,2024-07-21,Amazonía,Vaupés,Mitú,Ropa de hombre,514300.0,75,337500.0,55322.39,Online
Mercado Libre,1185732,2024-12-16,Amazonía,Vaupés,Mitú,Calzado deportivo para mujer,437100.0,75,286875.0,68128.45,Online
Éxito,1128299,2025-03-08,Caribe,San Andrés,Providencia,Ropa de mujer,548600.0,75,360000.0,77641.0,Online
Éxito,1128299,2025-02-14,Caribe,Atlántico,Barranquilla,Calzado urbano para mujer,462900.0,75,303750.0,65577.45,Online
Éxito,1128299,2025-02-14,Caribe,Atlántico,Barranquilla,Ropa de mujer,437100.0,75,286875.0,49473.29,Online
Nike Store,1128299,2025-01-20,Andina,Cundinamarca,Facatativá,Ropa de mujer,625700.0,75,410625.0,71695.54,Online
Nike Store,1185732,2024-08-13,Andina,Santander,Bucaramanga,Ropa de hombre,351400.0,75,230625.0,47425.1,Online
Nike Store,1185732,2025-02-15,Andina,Santander,Bucaramanga,Calzado urbano para mujer,120000.0,75,78750.0,19245.19,Online
Plaza Sport,1185732,2024-08-06,Andina,Tolima,Honda,Ropa de hombre,325700.0,75,213750.0,50232.34,Online
Plaza Sport,1185732,2024-10-08,Andina,Tolima,Honda,Ropa de hombre,334300.0,75,219375.0,39898.89,Online
Plaza Sport,1128299,2025-02-21,Pacífica,Chocó,Quibdó,Calzado urbano para mujer,420000.0,75,275625.0,45302.03,Online
Plaza Sport,1128299,2025-03-22,Pacífica,Chocó,Quibdó,Ropa de hombre,437100.0,75,286875.0,67754.07,Online
Plaza Sport,1128299,2025-02-14,Caribe,Bolívar,Cartagena,Ropa de mujer,334300.0,75,219375.0,45589.51,Online
Plaza Sport,1197831,2024-08-02,Amazonía,Caquetá,Florencia,Ropa de hombre,317100.0,75,208125.0,37574.43,Online
Nike Store,1128299,2024-09-19,Andina,Santander,Floridablanca,Calzado deportivo para mujer,394300.0,75,258750.0,61904.08,Online
Decathlon,1128299,2024-06-11,Orinoquía,Arauca,Arauca,Calzado deportivo para mujer,334300.0,75,219375.0,38303.03,Online
Mercado Libre,1185732,2024-06-20,Andina,Risaralda,Pereira,Calzado urbano para mujer,240000.0,75,157500.0,35480.82,Online
Mercado Libre,1185732,2024-09-18,Andina,Cundinamarca,Girardot,Ropa de mujer,308600.0,75,202500.0,47096.06,Online
Mercado Libre,1185732,2024-12-17,Andina,Cundinamarca,Girardot,Ropa de hombre,394300.0,75,258750.0,58746.71,Online
Mercado Libre,1185732,2025-01-18,Andina,Cundinamarca,Girardot,Calzado deportivo para mujer,325700.0,75,213750.0,37936.96,Online
Nike Store,1185732,2024-09-13,Caribe,Magdalena,Santa Marta,Calzado deportivo para mujer,162900.0,75,106875.0,17772.55,Online
Éxito,1197831,2024-09-16,Pacífica,Nariño,Pasto,Calzado urbano para mujer,120000.0,75,78750.0,20397.5,Online
Plaza Sport,1197831,2024-07-20,Andina,Huila,Neiva,Ropa de hombre,291400.0,75,191250.0,39435.85,Online
Plaza Sport,1197831,2024-10-15,Andina,Huila,Neiva,Ropa de hombre,368600.0,75,241875.0,51750.4,Online
Falabella,1197831,2025-04-18,Andina,Huila,Neiva,Calzado deportivo para mujer,445700.0,75,292500.0,55918.44,Online
Falabella,1197831,2024-07-13,Andina,Huila,Neiva,Calzado urbano para mujer,120000.0,75,78750.0,12915.42,Online
Falabella,1197831,2024-08-08,Andina,Quindío,Armenia,Calzado urbano para mujer,77100.0,75,50625.0,10454.27,Online
Falabella,1197831,2024-12-08,Andina,Quindío,Armenia,Calzado deportivo para mujer,368600.0,75,241875.0,41240.72,Online
Falabella,1197831,2025-02-08,Andina,Quindío,Armenia,Calzado urbano para mujer,128600.0,75,84375.0,16285.15,Online
Nike Store,1185732,2025-03-10,Amazonía,Guaviare,San José del Guaviare,Calzado deportivo para hombre,351400.0,75,230625.0,44633.61,Online
Decathlon,1185732,2025-05-09,Amazonía,Guaviare,San José del Guaviare,Calzado deportivo para hombre,385700.0,75,253125.0,60405.42,Online
Decathlon,1185732,2025-05-09,Amazonía,Guaviare,San José del Guaviare,Ropa de mujer,548600.0,75,360000.0,87333.7,Online
Decathlon,1185732,2024-10-06,Orinoquía,Vichada,Puerto Carreño,Ropa de mujer,445700.0,75,292500.0,69337.73,Online
Nike Store,1185732,2025-05-06,Orinoquía,Vichada,Puerto Carreño,Calzado deportivo para hombre,394300.0,75,258750.0,51097.81,Online
Nike Store,1185732,2024-06-04,Orinoquía,Vichada,Puerto Carreño,Ropa de mujer,240000.0,75,157500.0,37207.97,Online
Nike Store,1185732,2025-03-04,Orinoquía,Casanare,Yopal,Calzado deportivo para hombre,274300.0,75,180000.0,39378.07,Online
Plaza Sport,1185732,2025-04-01,Andina,Caldas,Manizales,Ropa de mujer,522900.0,75,343125.0,80672.8,Online
Plaza Sport,1185732,2024-07-09,Orinoquía,Meta,Villavicencio,Ropa de mujer,162900.0,75,106875.0,27708.28,Online
Plaza Sport,1185732,2025-04-08,Orinoquía,Meta,Villavicencio,Ropa de hombre,471400.0,75,309375.0,68358.82,Online
Plaza Sport,1185732,2024-06-15,Orinoquía,Meta,Villavicencio,Calzado deportivo para hombre,274300.0,75,180000.0,31862.3,Online
Plaza Sport,1185732,2024-06-15,Orinoquía,Meta,Villavicencio,Ropa de mujer,291400.0,75,191250.0,34843.94,Online
Plaza Sport,1185732,2024-07-16,Orinoquía,Meta,Villavicencio,Calzado urbano para mujer,231400.0,75,151875.0,34918.25,Online
Plaza Sport,1185732,2024-09-13,Andina,Norte de Santander,Cúcuta,Calzado deportivo para hombre,240000.0,75,157500.0,36697.55,Online
Plaza Sport,1185732,2025-02-14,Andina,Norte de Santander,Cúcuta,Ropa de mujer,308600.0,75,202500.0,43589.82,Online
Plaza Sport,1185732,2024-11-18,Andina,Cundinamarca,Fusagasugá,Calzado deportivo para hombre,351400.0,75,230625.0,52418.98,Online
Nike Store,1185732,2024-11-11,Caribe,Atlántico,Puerto Colombia,Calzado deportivo para mujer,351400.0,75,230625.0,53200.5,Online
Nike Store,1185732,2024-11-11,Caribe,Atlántico,Puerto Colombia,Ropa de hombre,428600.0,75,281250.0,59491.52,Online
Falabella,1185732,2024-10-02,Andina,Cundinamarca,Zipaquirá,Calzado urbano para mujer,325700.0,75,213750.0,46081.96,Online
Falabella,1185732,2025-01-03,Andina,Cundinamarca,Zipaquirá,Calzado urbano para mujer,317100.0,75,208125.0,38162.7,Online
Decathlon,1185732,2025-01-30,Caribe,San Andrés,San Andrés,Calzado deportivo para hombre,402900.0,75,264375.0,60821.39,Online
Nike Store,1185732,2025-01-03,Caribe,Sucre,Corozal,Calzado urbano para mujer,325700.0,75,213750.0,49203.83,Online
Decathlon,1185732,2024-07-14,Andina,Bogotá D.C.,Bogotá D.C.,Ropa de mujer,325700.0,75,213750.0,42919.93,Online
Mercado Libre,1185732,2025-05-11,Andina,Bogotá D.C.,Bogotá D.C.,Calzado deportivo para mujer,445700.0,75,292500.0,47793.0,Online
Mercado Libre,1185732,2024-10-06,Andina,Boyacá,Duitama,Calzado urbano para mujer,420000.0,75,275625.0,48121.22,Online
Mercado Libre,1185732,2025-03-10,Andina,Boyacá,Duitama,Calzado deportivo para hombre,462900.0,75,303750.0,70701.64,Online
Mercado Libre,1185732,2025-04-09,Andina,Boyacá,Duitama,Calzado deportivo para mujer,471400.0,75,309375.0,49513.82,Online
Mercado Libre,1185732,2024-07-18,Andina,Boyacá,Duitama,Calzado deportivo para hombre,385700.0,75,253125.0,43521.19,Online
Mercado Libre,1185732,2024-08-13,Andina,Caldas,Chinchiná,Calzado urbano para mujer,325700.0,75,213750.0,49064.99,Online
Mercado Libre,1185732,2024-08-13,Andina,Caldas,Chinchiná,Ropa de mujer,385700.0,75,253125.0,38452.82,Online
Mercado Libre,1185732,2025-02-13,Andina,Caldas,Chinchiná,Calzado urbano para mujer,445700.0,75,292500.0,73397.17,Online
Nike Store,1185732,2025-05-24,Andina,Cundinamarca,Bogotá D.C.,Ropa de mujer,454300.0,75,298125.0,62282.87,Outlet
Plaza Sport,1185732,2024-08-06,Andina,Tolima,Honda,Calzado deportivo para mujer,171400.0,75,112500.0,28325.81,Outlet
Plaza Sport,1185732,2024-09-07,Andina,Tolima,Honda,Calzado deportivo para mujer,120000.0,75,78750.0,11984.1,Outlet
Plaza Sport,1128299,2024-08-19,Pacífica,Chocó,Quibdó,Calzado deportivo para mujer,334300.0,75,219375.0,40702.85,Outlet
Plaza Sport,1128299,2024-07-16,Caribe,Bolívar,Cartagena,Calzado deportivo para mujer,282900.0,75,185625.0,39197.17,Outlet
Decathlon,1128299,2024-06-11,Orinoquía,Arauca,Arauca,Ropa de hombre,300000.0,75,196875.0,47091.71,Outlet
Éxito,1197831,2024-09-16,Pacífica,Nariño,Pasto,Ropa de hombre,265700.0,75,174375.0,33565.49,Outlet
Falabella,1197831,2024-07-13,Andina,Huila,Neiva,Calzado deportivo para hombre,145700.0,75,95625.0,19590.06,Outlet
Decathlon,1185732,2024-07-30,Caribe,San Andrés,San Andrés,Calzado urbano para mujer,197100.0,75,129375.0,24173.23,Outlet
Decathlon,1185732,2024-06-15,Caribe,Sucre,Corozal,Calzado urbano para mujer,188600.0,75,123750.0,20993.07,Outlet
Decathlon,1185732,2024-07-14,Andina,Bogotá D.C.,Bogotá D.C.,Calzado deportivo para mujer,231400.0,75,151875.0,37614.3,Outlet
Decathlon,1185732,2024-11-11,Andina,Bogotá D.C.,Bogotá D.C.,Calzado urbano para mujer,308600.0,75,202500.0,50505.09,Outlet
Plaza Sport,1128299,2023-06-09,Caribe,Atlántico,Sabanalarga,Calzado deportivo para mujer,377100.0,74,240944.0,58800.16,Online
Plaza Sport,1128299,2023-09-02,Andina,Cundinamarca,Cajicá,Calzado deportivo para mujer,480000.0,74,306656.0,65005.06,Online
Decathlon,1197831,2025-01-19,Andina,Tolima,Ibagué,Ropa de hombre,197100.0,74,125948.0,22390.99,Online
Mercado Libre,1185732,2025-05-15,Caribe,Guajira,Maicao,Calzado deportivo para hombre,454300.0,74,290228.0,61806.13,Online
Decathlon,1128299,2024-07-16,Caribe,Atlántico,Barranquilla,Calzado deportivo para mujer,385700.0,74,246420.0,39783.71,Online
Éxito,1128299,2025-02-14,Caribe,Atlántico,Barranquilla,Ropa de hombre,548600.0,74,350464.0,83537.39,Online
Plaza Sport,1185732,2024-09-07,Andina,Tolima,Honda,Ropa de hombre,282900.0,74,180708.0,41105.85,Online
Plaza Sport,1128299,2024-09-13,Caribe,Bolívar,Cartagena,Calzado deportivo para mujer,334300.0,74,213564.0,34654.75,Online
Falabella,1128299,2024-07-25,Orinoquía,Arauca,Arauca,Calzado deportivo para mujer,368600.0,74,235468.0,46841.69,Online
Mercado Libre,1185732,2025-02-19,Andina,Cundinamarca,Girardot,Ropa de mujer,420000.0,74,268324.0,66502.71,Online
Nike Store,1185732,2025-05-19,Andina,Cundinamarca,Girardot,Calzado urbano para mujer,437100.0,74,279276.0,45363.8,Online
Falabella,1197831,2025-04-18,Andina,Huila,Neiva,Calzado urbano para mujer,197100.0,74,125948.0,31314.88,Online
Decathlon,1185732,2024-06-07,Amazonía,Guaviare,San José del Guaviare,Calzado deportivo para hombre,274300.0,74,175232.0,29065.08,Online
Decathlon,1185732,2024-06-07,Amazonía,Guaviare,San José del Guaviare,Calzado urbano para mujer,214300.0,74,136900.0,21004.74,Online
Plaza Sport,1185732,2024-08-05,Orinoquía,Meta,Villavicencio,Ropa de mujer,205700.0,74,131424.0,30169.37,Online
Plaza Sport,1185732,2025-02-07,Orinoquía,Meta,Villavicencio,Calzado deportivo para hombre,248600.0,74,158804.0,32950.85,Online
Plaza Sport,1185732,2024-11-13,Andina,Norte de Santander,Cúcuta,Ropa de hombre,351400.0,74,224516.0,44632.98,Online
Nike Store,1185732,2024-10-09,Caribe,Atlántico,Puerto Colombia,Ropa de hombre,428600.0,74,273800.0,60646.89,Online
Falabella,1185732,2024-07-07,Andina,Cundinamarca,Zipaquirá,Ropa de mujer,274300.0,74,175232.0,44003.25,Online
Falabella,1185732,2024-12-02,Andina,Cundinamarca,Zipaquirá,Ropa de hombre,411400.0,74,262848.0,58107.54,Online
Decathlon,1185732,2024-09-29,Caribe,San Andrés,San Andrés,Calzado urbano para mujer,368600.0,74,235468.0,47565.08,Online
Decathlon,1185732,2024-11-01,Caribe,San Andrés,San Andrés,Ropa de hombre,454300.0,74,290228.0,57118.22,Online
Nike Store,1185732,2025-03-03,Caribe,San Andrés,San Andrés,Ropa de mujer,540000.0,74,344988.0,78662.86,Online
Decathlon,1185732,2025-05-04,Caribe,Sucre,Corozal,Calzado urbano para mujer,402900.0,74,257372.0,46241.3,Online
Mercado Libre,1185732,2024-07-11,Andina,Bogotá D.C.,Bogotá D.C.,Calzado urbano para mujer,282900.0,74,180708.0,31495.11,Online
Nike Store,1185732,2025-03-31,Andina,Cundinamarca,Bogotá D.C.,Ropa de mujer,257100.0,74,164280.0,29970.39,Outlet
Nike Store,1185732,2025-05-18,Andina,Cundinamarca,Bogotá D.C.,Ropa de mujer,360000.0,74,229992.0,55039.92,Outlet
Nike Store,1185732,2024-10-19,Andina,Tolima,Espinal,Calzado urbano para mujer,162900.0,74,104044.0,17610.19,Outlet
Nike Store,1128299,2025-02-21,Andina,Cundinamarca,Facatativá,Ropa de hombre,334300.0,74,213564.0,42360.13,Outlet
Decathlon,1128299,2024-10-10,Andina,Cundinamarca,Soacha,Ropa de hombre,334300.0,74,213564.0,47832.35,Outlet
Plaza Sport,1197831,2024-06-21,Pacífica,Nariño,Pasto,Calzado deportivo para mujer,111400.0,74,71188.0,11020.89,Outlet
Plaza Sport,1197831,2024-10-15,Andina,Huila,Neiva,Calzado deportivo para mujer,222900.0,74,142376.0,24510.48,Outlet
Plaza Sport,1197831,2025-03-19,Andina,Huila,Neiva,Calzado urbano para mujer,120000.0,74,76664.0,18884.22,Outlet
Decathlon,1185732,2024-09-29,Caribe,San Andrés,San Andrés,Calzado deportivo para mujer,274300.0,74,175232.0,41208.09,Outlet
Nike Store,1185732,2024-11-04,Caribe,Sucre,Corozal,Calzado urbano para mujer,274300.0,74,175232.0,30988.3,Outlet
